PA_Low_A,PA_Low_B,ID_10m,PM25,TempC,RH,CO2
5.07,5.542,3/19/2020 3:30:00 PM,3.283259378,23.8,28,361.5
4.956,5.772,3/19/2020 3:40:00 PM,3.258936689,23.65,28,360.5
4.998,5.612,3/19/2020 3:50:00 PM,3.301610498,23.7,28,361
5.03,6.004,3/19/2020 4:00:00 PM,3.239771797,23.7,28,361.5
5.11,6.466,3/19/2020 4:10:00 PM,3.253804392,23.95,28,361
5.266,6.048,3/19/2020 4:20:00 PM,3.269720633,24.15,27.5,362.5
5.654,6.04,3/19/2020 4:30:00 PM,3.289107203,24.25,27,361.5
5.724,6.066,3/19/2020 4:40:00 PM,3.303984944,24.3,27.5,362
5.552,6.088,3/19/2020 4:50:00 PM,3.338408083,24.05,28,361.5
5.628,6.142,3/19/2020 5:00:00 PM,3.319084846,24.3,28,364
5.842,6.756,3/19/2020 5:10:00 PM,3.449671050,24.2,28,362
6.286,6.896,3/19/2020 5:20:00 PM,3.569876953,23.95,28,360.5
6.208,7.456,3/19/2020 5:30:00 PM,3.634932804,24.1,28,362.5
6.4,7.53,3/19/2020 5:40:00 PM,3.749010904,24.05,28,362.5
6.714,7.838,3/19/2020 5:50:00 PM,3.850269069,24.35,28,362
6.96,8.1,3/19/2020 6:00:00 PM,3.955842810,24.45,28,364
7.27,8.52,3/19/2020 6:10:00 PM,4.143930273,24.25,28,363.5
7.856,8.998,3/19/2020 6:20:00 PM,4.306815199,24.4,28,363
8.056,9.266,3/19/2020 6:30:00 PM,4.326899730,24.35,28,364
8.188,9.616,3/19/2020 6:40:00 PM,4.387417538,24.5,28,365
8.226,10.066,3/19/2020 6:50:00 PM,4.448670477,24.45,28,362.5
8.11,9.518,3/19/2020 7:00:00 PM,4.455662850,24.35,28.5,358.5
8.182,9.518,3/19/2020 7:10:00 PM,4.422714653,24.55,28,357.5
7.9,9.586,3/19/2020 7:20:00 PM,4.486058425,24.25,29,353
7.884,9.368,3/19/2020 7:30:00 PM,4.421464339,24.2,29,351
7.438,8.906,3/19/2020 7:40:00 PM,4.295251120,24.35,29,350
7.34,8.592,3/19/2020 7:50:00 PM,4.114889153,24.5,29,349.5
7.578,8.828,3/19/2020 8:00:00 PM,4.276905339,24.5,29,347
7.512,8.028,3/19/2020 8:10:00 PM,4.072717584,24.6,29,346
