PA_Low_A,PA_Low_B,ID_10m,PM25,TempC,RH,CO2
0.702,0.682,3/14/2020 4:10:00 PM,1.830661797,23.4,21,307
0.81,0.812,3/14/2020 4:20:00 PM,1.909085919,23.4,21,307
0.722,0.748,3/14/2020 4:30:00 PM,1.947380947,23.4,21,306.5
0.866,0.854,3/14/2020 4:40:00 PM,1.942103018,23.35,21,306.5
0.738,0.802,3/14/2020 4:50:00 PM,1.992054314,23.4,21,306.5
0.938,0.748,3/14/2020 5:00:00 PM,2.060348467,23.5,21,307
0.762,0.812,3/14/2020 5:10:00 PM,2.021200362,23.45,21,307
0.834,0.958,3/14/2020 5:20:00 PM,2.034241493,23.3,21,307.5
0.678,0.724,3/14/2020 5:30:00 PM,2.044384428,23.15,21,307.5
0.63,0.986,3/14/2020 5:40:00 PM,2.061923430,23.3,21,308.5
0.976,0.79,3/14/2020 5:50:00 PM,2.065254686,23.2,21,307
0.882,0.788,3/14/2020 6:00:00 PM,2.052413623,23.3,21,307
0.816,0.83,3/14/2020 6:10:00 PM,2.117276297,23.2,21,306.5
0.736,0.836,3/14/2020 6:20:00 PM,2.064191041,23.2,21,306
0.904,0.738,3/14/2020 6:30:00 PM,2.116515028,23.25,21,306
0.806,0.902,3/14/2020 6:40:00 PM,2.029103959,23.25,21,306.5
0.852,0.972,3/14/2020 6:50:00 PM,2.127524134,23.3,21,307
0.834,0.812,3/14/2020 7:00:00 PM,2.142310320,23.4,21,307
0.646,0.986,3/14/2020 7:10:00 PM,2.119397460,23.5,20.5,307
0.964,0.802,3/14/2020 7:20:00 PM,2.090263946,23.5,20,308
0.858,0.8,3/14/2020 7:30:00 PM,2.156396841,23.55,20,307.5
0.862,1.118,3/14/2020 7:40:00 PM,2.083682946,23.65,20,308
0.73,0.878,3/14/2020 7:50:00 PM,2.142361119,23.6,20,308
1.028,1.04,3/14/2020 8:00:00 PM,2.160458271,23.6,20,308.5
1.11,0.944,3/14/2020 8:10:00 PM,2.105736448,23.65,20,308
0.948,0.888,3/14/2020 8:20:00 PM,2.090619842,23.6,20,308
0.938,0.942,3/14/2020 8:30:00 PM,2.156652614,23.6,20,307
0.664,1.084,3/14/2020 8:40:00 PM,2.107244188,23.65,20,307.5
0.878,1.168,3/14/2020 8:50:00 PM,2.164357898,23.65,20,307.5
0.936,0.96,3/14/2020 9:00:00 PM,2.060116263,23.65,20,308
1.17,1.174,3/14/2020 9:10:00 PM,2.064229280,23.7,20,307
1.128,1.118,3/14/2020 9:20:00 PM,2.043396319,23.65,20,306.5
1.008,1.19,3/14/2020 9:30:00 PM,2.054327804,23.7,20,305
0.952,0.9,3/14/2020 9:40:00 PM,2.029837896,23.7,20,307.5
1.226,0.906,3/14/2020 9:50:00 PM,2.062212536,23.7,20,308
1.072,1.168,3/14/2020 10:00:00 PM,1.985029397,23.8,20,309.5
0.832,1.266,3/14/2020 10:10:00 PM,2.036510222,23.7,20,311
1.018,1.244,3/14/2020 10:20:00 PM,2.036791674,23.7,20,311
0.804,1.252,3/14/2020 10:30:00 PM,2.005439365,23.7,20,310
1.224,1.088,3/14/2020 10:40:00 PM,2.056778524,23.7,20,309.5
1.13,1.158,3/14/2020 10:50:00 PM,2.090977823,23.8,20,310.5
1.09,0.908,3/14/2020 11:00:00 PM,2.101396795,23.75,20,310
1.17,1.36,3/14/2020 11:10:00 PM,2.168441346,23.6,20,309.5
1.42,1.298,3/14/2020 11:20:00 PM,2.183440566,23.5,20,308.5
1.44,1.362,3/14/2020 11:30:00 PM,2.251895226,23.6,20,308.5
1.498,1.252,3/14/2020 11:40:00 PM,2.215525719,23.5,20,308
1.358,1.574,3/14/2020 11:50:00 PM,2.248426270,23.5,20,309.5
1.462,1.336,3/15/2020 12:00:00 AM,2.182711282,23.5,19.5,308
1.19,1.738,3/15/2020 12:10:00 AM,2.219842490,23.5,19,307.5
1.656,1.456,3/15/2020 12:20:00 AM,2.231348600,23.4,19,306
1.552,1.458,3/15/2020 12:30:00 AM,2.227302628,23.4,19,306
1.476,1.478,3/15/2020 12:40:00 AM,2.283979871,23.35,19,307
1.622,1.638,3/15/2020 12:50:00 AM,2.266412825,23.3,19,305.5
1.174,1.564,3/15/2020 1:00:00 AM,2.208706183,23.25,19,306
1.264,1.644,3/15/2020 1:10:00 AM,2.194053732,23.3,19,306
1.386,1.296,3/15/2020 1:20:00 AM,2.236773001,23.3,19,305.5
1.45,1.316,3/15/2020 1:30:00 AM,2.189485612,23.25,19,305.5
1.456,1.524,3/15/2020 1:40:00 AM,2.277170887,23.2,19,305
1.478,1.398,3/15/2020 1:50:00 AM,2.224153998,23.25,19,304.5
1.42,1.314,3/15/2020 2:00:00 AM,2.257681473,23.2,19,305.5
1.346,1.542,3/15/2020 2:10:00 AM,2.334396974,23.2,19,306
1.246,1.496,3/15/2020 2:20:00 AM,2.295078930,23.15,19,306
1.63,1.626,3/15/2020 2:30:00 AM,2.326283495,23.2,19,306
1.434,1.632,3/15/2020 2:40:00 AM,2.310066073,23.15,19,305.5
1.448,1.702,3/15/2020 2:50:00 AM,2.307477424,23.15,19,305.5
1.536,1.692,3/15/2020 3:00:00 AM,2.359842701,23.15,19,307
1.736,1.696,3/15/2020 3:10:00 AM,2.306627957,23.1,19,306.5
1.662,1.502,3/15/2020 3:20:00 AM,2.315185275,23.05,19,305
1.576,1.794,3/15/2020 3:30:00 AM,2.305327962,23.1,19,305
1.694,1.386,3/15/2020 3:40:00 AM,2.319653298,23.05,19,306
1.992,1.892,3/15/2020 3:50:00 AM,2.345929831,23,19,306.5
1.728,1.788,3/15/2020 4:00:00 AM,2.326628764,23,19,305
1.524,2.022,3/15/2020 4:10:00 AM,2.318861368,23,19,306
1.638,2.006,3/15/2020 4:20:00 AM,2.329523832,22.95,19,305.5
1.912,1.776,3/15/2020 4:30:00 AM,2.310262861,22.9,20,305
1.92,1.812,3/15/2020 4:40:00 AM,2.317247581,22.95,19.5,306
2.148,1.812,3/15/2020 4:50:00 AM,2.290470409,22.95,20,307
1.854,1.768,3/15/2020 5:00:00 AM,2.410829904,22.9,20,307
1.934,2.02,3/15/2020 5:10:00 AM,2.356850026,22.9,20,306.5
2.032,1.934,3/15/2020 5:20:00 AM,2.376022037,22.9,20,306
1.81,2.034,3/15/2020 5:30:00 AM,2.399598102,22.9,20,307.5
1.924,1.676,3/15/2020 5:40:00 AM,2.364792828,22.85,20,308.5
2.05,2.086,3/15/2020 5:50:00 AM,2.361805595,22.85,20,308.5
1.756,1.844,3/15/2020 6:00:00 AM,2.365609726,22.85,20,309
2.542,2.218,3/15/2020 6:10:00 AM,2.384382339,22.85,20,308.5
2.052,2.154,3/15/2020 6:20:00 AM,2.377109912,22.8,20,309
2.216,2.126,3/15/2020 6:30:00 AM,2.346812426,22.8,20,309
2.128,2.026,3/15/2020 6:40:00 AM,2.322006972,22.8,20,309.5
2.07,2.522,3/15/2020 6:50:00 AM,2.349165210,22.75,20,309
2.466,1.9525,3/15/2020 7:00:00 AM,2.309964119,22.8,20,309.5
2.5525,2.3475,3/15/2020 7:10:00 AM,2.354892115,22.75,20,310.5
2.406,2.338,3/15/2020 7:20:00 AM,2.334988863,22.8,20,311
2.88,2.898,3/15/2020 7:30:00 AM,2.327766192,22.75,20,312
2.53,2.728,3/15/2020 7:40:00 AM,2.304078487,22.75,20,311.5
2.588,2.762,3/15/2020 7:50:00 AM,2.306121088,22.7,20,311.5
2.496,2.8,3/15/2020 8:00:00 AM,2.303791670,22.7,20,311
2.84,2.68,3/15/2020 8:10:00 AM,2.272097296,22.7,20,312
2.91,2.786,3/15/2020 8:20:00 AM,2.300239778,22.7,20,313
2.914,2.718,3/15/2020 8:30:00 AM,2.258774688,22.7,20,313.5
3.204,2.862,3/15/2020 8:40:00 AM,2.285898882,22.65,20,313.5
3.032,2.874,3/15/2020 8:50:00 AM,2.247008610,22.7,20,315.5
2.922,3.066,3/15/2020 9:00:00 AM,2.224138209,22.7,20,315
2.956,3.178,3/15/2020 9:10:00 AM,2.211888069,22.65,20,317
2.882,2.94,3/15/2020 9:20:00 AM,2.139101459,22.65,20,317
2.808,2.916,3/15/2020 9:30:00 AM,2.144073350,22.65,20,317
2.916,2.902,3/15/2020 9:40:00 AM,2.117746350,22.65,20,316.5
2.972,2.814,3/15/2020 9:50:00 AM,2.093883036,22.6,20,318.5
2.684,2.83,3/15/2020 10:00:00 AM,2.028472687,22.65,20,318
2.952,2.708,3/15/2020 10:10:00 AM,1.997905699,22.6,20,318.5
2.752,2.746,3/15/2020 10:20:00 AM,1.959355508,22.6,20,318.5
2.728,2.746,3/15/2020 10:30:00 AM,1.966114024,22.5,20,319.5
2.966,2.638,3/15/2020 10:40:00 AM,1.928107949,22.55,20,319
2.656,2.576,3/15/2020 10:50:00 AM,1.886085446,22.5,20,318
2.426,2.662,3/15/2020 11:00:00 AM,1.846954706,22.45,20,316.5
2.256,2.656,3/15/2020 11:10:00 AM,1.793568625,22.4,20,317.5
2.456,2.298,3/15/2020 11:20:00 AM,1.770406373,22.4,20,318.5
2.32,2.394,3/15/2020 11:30:00 AM,1.696996551,22.4,20,318
2.286,1.914,3/15/2020 11:40:00 AM,1.680689354,22.4,20,316.5
2.054,2.082,3/15/2020 11:50:00 AM,1.640659161,22.3,20,317
1.98,2.28,3/15/2020 12:00:00 PM,1.577411292,22.3,20,317.5
1.884,1.856,3/15/2020 12:10:00 PM,1.536858697,22.3,20,317
1.712,1.694,3/15/2020 12:20:00 PM,1.501437483,22.3,20,316.5
1.766,1.84,3/15/2020 12:30:00 PM,1.494614083,22.3,20,316
1.772,1.85,3/15/2020 12:40:00 PM,1.428141437,22.3,19.5,315
1.494,1.882,3/15/2020 12:50:00 PM,1.407968249,22.3,19,315.5
1.654,1.644,3/15/2020 1:00:00 PM,1.383215322,22.25,19.5,316
1.886,1.712,3/15/2020 1:10:00 PM,1.361363413,22.2,19.5,316
1.534,1.682,3/15/2020 1:20:00 PM,1.371838523,22.25,19,316
1.484,1.632,3/15/2020 1:30:00 PM,1.316444240,22.2,19,317
1.608,1.528,3/15/2020 1:40:00 PM,1.280467927,22.25,19,317.5
1.314,1.514,3/15/2020 1:50:00 PM,1.302164541,22.2,19,316.5
1.446,1.51,3/15/2020 2:00:00 PM,1.285215343,22.15,19,317
1.644,1.36,3/15/2020 2:10:00 PM,1.258533514,22.1,19,316
1.584,1.438,3/15/2020 2:20:00 PM,1.247198996,22.1,19,317.5
1.182,1.134,3/15/2020 2:30:00 PM,1.258013476,22.1,19,319
1.42,1.426,3/15/2020 2:40:00 PM,1.234486862,22.1,19,318
1.348,1.488,3/15/2020 2:50:00 PM,1.241649327,22.1,19,317.5
1.268,1.386,3/15/2020 3:00:00 PM,1.217568224,22.2,19,318
1.366,1.292,3/15/2020 3:10:00 PM,1.206862944,22.3,19,318.5
1.404,1.078,3/15/2020 3:20:00 PM,1.225801631,22.55,19,318
1.322,1.28,3/15/2020 3:30:00 PM,1.226355383,22.7,19,319.5
1.252,1.398,3/15/2020 3:40:00 PM,1.246987182,22.85,18.5,319.5
1.362,1.162,3/15/2020 3:50:00 PM,1.251204593,22.9,18,320
1.416,1.176,3/15/2020 4:00:00 PM,1.300345093,23,18,319.5
1.242,1.096,3/15/2020 4:10:00 PM,1.281567701,23,18,320
1.46,1.312,3/15/2020 4:20:00 PM,1.310010246,23.1,18,318.5
1.528,1.494,3/15/2020 4:30:00 PM,1.334232278,23.25,18,318
1.258,1.7,3/15/2020 4:40:00 PM,1.336109288,23.35,18,320
1.472,1.534,3/15/2020 4:50:00 PM,1.344944499,23.4,18,321
1.358,1.532,3/15/2020 5:00:00 PM,1.347098029,23.3,18,320
1.462,1.5,3/15/2020 5:10:00 PM,1.349985978,23.3,18,319
1.566,1.656,3/15/2020 5:20:00 PM,1.431888642,23.3,18,320
1.39,1.362,3/15/2020 5:30:00 PM,1.410542457,23.3,18,320
1.394,1.396,3/15/2020 5:40:00 PM,1.357221056,23.3,18,321
1.346,1.31,3/15/2020 5:50:00 PM,1.393678381,23.3,18,320
1.246,1.47,3/15/2020 6:00:00 PM,1.380762645,23.3,18,320
1.274,1.354,3/15/2020 6:10:00 PM,1.331318777,23.35,18,320
1.328,1.114,3/15/2020 6:20:00 PM,1.362950377,23.25,18,319.5
1.224,1.246,3/15/2020 6:30:00 PM,1.380037530,23.3,18,319
1.232,1.422,3/15/2020 6:40:00 PM,1.370326918,23.3,18,318
1.352,1.026,3/15/2020 6:50:00 PM,1.350461701,23.2,18,318.5
1.248,1.058,3/15/2020 7:00:00 PM,1.417530686,23.1,18,319
1.27,1.094,3/15/2020 7:10:00 PM,1.445079194,23.2,18,319
1.174,0.954,3/15/2020 7:20:00 PM,1.468720931,23.2,18,318.5
1.058,1.238,3/15/2020 7:30:00 PM,1.524733163,23.1,18,318.5
1.138,1.126,3/15/2020 7:40:00 PM,1.577796325,23.05,18,317.5
1.006,0.942,3/15/2020 7:50:00 PM,1.627201980,23,17.5,317.5
0.902,1.41,3/15/2020 8:00:00 PM,1.659967042,22.95,18,317
1.044,1.194,3/15/2020 8:10:00 PM,1.692003837,22.9,18,318
0.942,1.024,3/15/2020 8:20:00 PM,1.734249417,22.9,18,317
1.152,1.234,3/15/2020 8:30:00 PM,1.809392599,22.9,18,317
1.066,1.082,3/15/2020 8:40:00 PM,1.903400126,22.95,18,317
1.304,0.898,3/15/2020 8:50:00 PM,1.853623981,23.05,17,316.5
1.16,1.026,3/15/2020 9:00:00 PM,1.962261535,23.1,17,317
1.266,1.054,3/15/2020 9:10:00 PM,1.975978583,23,17,317
1.25,1.156,3/15/2020 9:20:00 PM,2.003420841,23,17,316
1.08,1.184,3/15/2020 9:30:00 PM,1.994480320,23,17.5,315.5
1.12,1.222,3/15/2020 9:40:00 PM,2.047628858,22.95,17,315.5
0.812,1.132,3/15/2020 9:50:00 PM,2.033702132,22.9,18,316
1.212,0.966,3/15/2020 10:00:00 PM,2.041915275,22.9,18,315
0.992,1.178,3/15/2020 10:10:00 PM,2.140391970,22.9,17.5,316.5
1.028,1.048,3/15/2020 10:20:00 PM,2.077470122,22.9,18,317
0.96,1.402,3/15/2020 10:30:00 PM,2.141691328,23,18,317.5
1.146,1.152,3/15/2020 10:40:00 PM,2.074365630,23.1,18,316.5
1.112,1.158,3/15/2020 10:50:00 PM,2.128972762,23.15,18,315.5
1.148,1.188,3/15/2020 11:00:00 PM,2.071199279,23.15,18,316.5
0.996,1.14,3/15/2020 11:10:00 PM,2.126825258,23.2,18,316.5
0.784,1.316,3/15/2020 11:20:00 PM,2.076421477,23.25,18,316
0.822,1.146,3/15/2020 11:30:00 PM,2.101880171,23.4,18,316.5
0.88,1.148,3/15/2020 11:40:00 PM,2.060677845,23.4,18,316.5
0.998,0.958,3/15/2020 11:50:00 PM,2.047266657,23.45,18,315.5
1.096,1.116,3/16/2020 12:00:00 AM,2.059428802,23.45,18,315
1.012,0.904,3/16/2020 12:10:00 AM,2.030814742,23.5,18,314.5
1.142,0.954,3/16/2020 12:20:00 AM,2.047447859,23.45,18,314.5
1.102,1.326,3/16/2020 12:30:00 AM,2.012612305,23.5,18,315.5
1.502,1.4,3/16/2020 12:40:00 AM,2.040460876,23.5,18,315.5
0.89,1.326,3/16/2020 12:50:00 AM,1.997943683,23.5,18,315
1.312,1.002,3/16/2020 1:00:00 AM,2.061816494,23.6,18,314.5
1.23,1.13,3/16/2020 1:10:00 AM,2.050606176,23.5,18,314.5
1.5,1.188,3/16/2020 1:20:00 AM,2.024467904,23.5,18,314.5
1.222,1.196,3/16/2020 1:30:00 AM,2.066708323,23.45,18,315
1.01,1.218,3/16/2020 1:40:00 AM,2.087265907,23.4,18,316
0.946,1.178,3/16/2020 1:50:00 AM,2.057690002,23.4,18,316
1.264,1.012,3/16/2020 2:00:00 AM,2.050590540,23.4,18,315
0.962,1.138,3/16/2020 2:10:00 AM,2.070924513,23.35,18,314.5
1.336,1.33,3/16/2020 2:20:00 AM,2.090163620,23.3,18,314
1.28,1.1,3/16/2020 2:30:00 AM,2.068420758,23.3,18,315.5
0.994,1.164,3/16/2020 2:40:00 AM,2.082216165,23.25,18,314.5
0.958,1.354,3/16/2020 2:50:00 AM,2.035064569,23.15,18.5,314.5
1.128,1.448,3/16/2020 3:00:00 AM,2.003839003,23.2,19,314.5
1.078,1.432,3/16/2020 3:10:00 AM,2.056223907,23.15,19,313
1.128,1.316,3/16/2020 3:20:00 AM,1.993843506,23.1,19,313.5
1.188,1.244,3/16/2020 3:30:00 AM,2.016495101,23.1,19,314
1.3,1.376,3/16/2020 3:40:00 AM,2.093438941,23.15,19,315
1.054,1.222,3/16/2020 3:50:00 AM,2.036184073,23.15,19,315
1.282,1.32,3/16/2020 4:00:00 AM,2.030084084,23.1,19,314.5
1.434,1.488,3/16/2020 4:10:00 AM,2.009161324,23.1,19,315
1.478,1.618,3/16/2020 4:20:00 AM,1.989647172,23.1,19,315.5
1.476,1.4,3/16/2020 4:30:00 AM,1.997153558,23,19,317
1.46,1.434,3/16/2020 4:40:00 AM,1.959418562,23,19,316
1.398,1.4,3/16/2020 4:50:00 AM,1.978768037,23,19,315.5
1.864,1.142,3/16/2020 5:00:00 AM,1.992277085,22.9,19,315.5
1.668,1.608,3/16/2020 5:10:00 AM,1.912441482,22.9,19,316
1.494,1.62,3/16/2020 5:20:00 AM,1.886877072,22.95,19,316
1.664,1.548,3/16/2020 5:30:00 AM,1.932660078,22.9,19,316.5
1.314,1.356,3/16/2020 5:40:00 AM,1.917251976,22.9,20,316
1.596,1.676,3/16/2020 5:50:00 AM,1.890735587,22.85,20,316
1.502,1.766,3/16/2020 6:00:00 AM,1.926038703,22.85,20,315.5
1.758,1.482,3/16/2020 6:10:00 AM,1.951265955,22.9,20,316
1.79,1.82,3/16/2020 6:20:00 AM,1.983519826,22.85,20,315.5
1.622,1.636,3/16/2020 6:30:00 AM,2.036823888,22.9,20,315
1.696,1.532,3/16/2020 6:40:00 AM,2.040615230,22.9,20,316.5
1.816,1.558,3/16/2020 6:50:00 AM,2.057270569,22.9,20,318.5
1.56,1.942,3/16/2020 7:00:00 AM,2.124662296,22.95,20,317
2.09,1.968,3/16/2020 7:10:00 AM,2.108748521,22.85,20,317.5
1.528,1.856,3/16/2020 7:20:00 AM,2.080595641,22.9,20,317.5
1.432,1.582,3/16/2020 7:30:00 AM,2.141145229,22.8,20,317
1.804,1.628,3/16/2020 7:40:00 AM,2.081092288,22.8,20,316
2.016,1.624,3/16/2020 7:50:00 AM,2.132656990,22.8,20,316
1.986,1.854,3/16/2020 8:00:00 AM,2.059273686,22.75,20,316.5
1.552,1.752,3/16/2020 8:10:00 AM,2.075056573,22.75,20,315
1.666,1.556,3/16/2020 8:20:00 AM,2.134823282,22.8,20,314
1.83,1.56,3/16/2020 8:30:00 AM,2.080410904,22.7,20,314.5
1.802,1.674,3/16/2020 8:40:00 AM,2.065017880,22.8,20,313.5
1.794,1.758,3/16/2020 8:50:00 AM,2.070563609,22.7,20,314
1.81,1.43,3/16/2020 9:00:00 AM,2.067955688,22.7,20,314
1.944,2.028,3/16/2020 9:10:00 AM,2.027753598,22.7,20,314
1.724,1.816,3/16/2020 9:20:00 AM,2.038482931,22.7,20,314
1.956,1.87,3/16/2020 9:30:00 AM,1.999189548,22.6,20,314
1.884,1.882,3/16/2020 9:40:00 AM,2.032292074,22.6,20,315
1.776,1.738,3/16/2020 9:50:00 AM,2.008083923,22.7,20,316
1.388,1.876,3/16/2020 10:00:00 AM,1.905687084,23.15,20,316
1.532,1.35,3/16/2020 10:10:00 AM,1.756841467,23.7,20,318.5
1.646,1.406,3/16/2020 10:20:00 AM,1.581363040,23.55,20,320.5
1.8,1.488,3/16/2020 10:30:00 AM,1.505395460,23.3,20,323
1.668,1.558,3/16/2020 10:40:00 AM,1.527559280,23.55,20,324.5
1.954,1.754,3/16/2020 10:50:00 AM,1.592136229,23.85,20,324.5
1.65,1.786,3/16/2020 11:00:00 AM,1.626421820,24,20,324
1.466,1.688,3/16/2020 11:10:00 AM,1.565198501,23.95,20,325.5
1.746,1.728,3/16/2020 11:20:00 AM,1.705322632,24,20,324.5
2.054,1.794,3/16/2020 11:30:00 AM,1.713762564,24.05,20,325.5
1.824,1.752,3/16/2020 11:40:00 AM,1.830585040,24.15,20,325.5
1.974,1.888,3/16/2020 11:50:00 AM,1.822806025,24.2,19,323.5
1.762,2.02,3/16/2020 12:00:00 PM,1.866192338,24.2,19,324
1.934,2.008,3/16/2020 12:10:00 PM,1.857641274,24.35,19,325
2.242,2.216,3/16/2020 12:20:00 PM,1.916212281,24.35,19,326
2.35,1.874,3/16/2020 12:30:00 PM,1.883404149,24.4,19,328.5
2.074,1.786,3/16/2020 12:40:00 PM,1.857439147,24.25,19,331.5
2.216,2.192,3/16/2020 12:50:00 PM,1.811809249,24.35,19,330.5
2.028,2,3/16/2020 1:00:00 PM,1.837032509,24.5,19,330
2.218,1.938,3/16/2020 1:10:00 PM,1.827735101,24.45,19,329.5
2.136,1.892,3/16/2020 1:20:00 PM,1.809553512,24.4,19,328
2.274,1.998,3/16/2020 1:30:00 PM,1.866477528,24.45,19,329
2.296,2.224,3/16/2020 1:40:00 PM,1.911301536,24.35,19,330.5
2.304,1.942,3/16/2020 1:50:00 PM,1.851190677,24.35,19,333.5
1.912,2.064,3/16/2020 2:00:00 PM,1.903514817,24.35,19,335
2.048,1.838,3/16/2020 2:10:00 PM,1.861674737,24.4,19,335.5
2.016,1.936,3/16/2020 2:20:00 PM,1.779112325,24.35,19,336.5
1.932,2.27,3/16/2020 2:30:00 PM,1.724107016,24.25,19,337.5
2.046,1.952,3/16/2020 2:40:00 PM,1.789589978,24.45,19,338
2.216,1.978,3/16/2020 2:50:00 PM,1.763187161,24.45,19,337
1.666,1.726,3/16/2020 3:00:00 PM,1.720012712,24.45,19,337
1.956,1.888,3/16/2020 3:10:00 PM,1.676704198,24.45,19,338
2.064,2.08,3/16/2020 3:20:00 PM,1.645176712,24.45,19,340.5
2.226,3.912,3/16/2020 3:30:00 PM,1.656582267,24.6,19,342.5
2.51,5.572,3/16/2020 3:40:00 PM,1.774241828,24.65,19,346.5
2.318,6.616,3/16/2020 3:50:00 PM,1.878415350,24.65,19,350
2.73,10.76,3/16/2020 4:00:00 PM,1.920064719,24.7,19,353
2.532,18.75,3/16/2020 4:10:00 PM,1.876793300,24.3,19,351
2.416,27.364,3/16/2020 4:20:00 PM,1.852527004,24.2,19,349
2.45,29.32,3/16/2020 4:30:00 PM,1.829331599,24.2,19,349
2.134,28.9,3/16/2020 4:40:00 PM,1.715507746,24,19,344.5
2.078,30.97,3/16/2020 4:50:00 PM,1.638058792,23.95,19,344
1.828,28.666,3/16/2020 5:00:00 PM,1.575827684,23.95,19,341
1.592,20.682,3/16/2020 5:10:00 PM,1.433286979,24,19,340
1.222,31.528,3/16/2020 5:20:00 PM,1.344070014,24.1,18,336
0.984,28.236,3/16/2020 5:30:00 PM,1.291873786,24.2,18,334.5
0.796,34.286,3/16/2020 5:40:00 PM,1.245799006,24.15,18,333.5
0.86,34.738,3/16/2020 5:50:00 PM,1.119039867,24.2,18,332
1.146,33.294,3/16/2020 6:00:00 PM,1.135425093,24.2,18,330.5
1.01,30.574,3/16/2020 6:10:00 PM,1.136526926,24.2,18,330.5
1.024,35.096,3/16/2020 6:20:00 PM,1.138200461,24,18,332
0.942,30.284,3/16/2020 6:30:00 PM,1.134756752,24.1,18,331.5
1.036,26.832,3/16/2020 6:40:00 PM,1.131831123,24.15,18,331.5
1.054,31.032,3/16/2020 6:50:00 PM,1.074840138,24.1,18,329.5
1.128,34.586,3/16/2020 7:00:00 PM,1.069681298,24.35,18,330
1.106,34.938,3/16/2020 7:10:00 PM,1.072076516,24.1,18,328.5
0.9,34.69,3/16/2020 7:20:00 PM,1.076470426,24.35,18,336.5
0.752,28.198,3/16/2020 7:30:00 PM,1.040125148,24.15,18,335
0.794,30.702,3/16/2020 7:40:00 PM,1.026767530,24.3,18,340
0.806,31.584,3/16/2020 7:50:00 PM,1.039933649,24.2,18,335
0.868,32.878,3/16/2020 8:00:00 PM,1.039864112,24.15,18,331
1.164,32.482,3/16/2020 8:10:00 PM,1.052009807,24.05,18.5,331
1.23,32.45,3/16/2020 8:20:00 PM,1.079143993,24.35,18,332.5
0.892,28.17,3/16/2020 8:30:00 PM,1.077140318,24.4,18.5,332
0.982,18.6,3/16/2020 8:40:00 PM,1.116707296,24.45,19,334
0.86,21.18,3/16/2020 8:50:00 PM,1.145249404,24.5,19,334.5
0.898,18.88,3/16/2020 9:00:00 PM,1.138179842,24.3,19,329.5
0.758,13.122,3/16/2020 9:10:00 PM,1.141408382,24.3,19,329
0.768,11.38,3/16/2020 9:20:00 PM,1.089965058,24.35,19,327
0.536,8.5,3/16/2020 9:30:00 PM,1.066657911,24.55,19,325.5
0.828,5.954,3/16/2020 9:40:00 PM,1.088558153,24.5,19,320.5
0.784,3.844,3/16/2020 9:50:00 PM,1.033496629,24.35,19,320
0.886,3.514,3/16/2020 10:00:00 PM,1.074020214,24.45,19,320.5
0.584,3.134,3/16/2020 10:10:00 PM,1.113110148,24.3,19,320.5
0.84,1.692,3/16/2020 10:20:00 PM,1.078347232,24.2,19,319.5
0.674,0.702,3/16/2020 10:30:00 PM,1.155664207,24.05,19,324
0.852,0.512,3/16/2020 10:40:00 PM,1.106114775,24.2,19,325
0.508,0.566,3/16/2020 10:50:00 PM,1.099994395,24.2,19,325.5
0.544,0.818,3/16/2020 11:00:00 PM,1.110428291,24.2,19,320.5
0.574,0.524,3/16/2020 11:10:00 PM,1.093833031,24.35,19,317
0.636,0.894,3/16/2020 11:20:00 PM,1.095249776,24.5,19,315.5
0.566,0.776,3/16/2020 11:30:00 PM,1.090303945,24.6,19,315
0.502,0.662,3/16/2020 11:40:00 PM,1.037629172,24.75,19,316.5
0.604,0.72,3/16/2020 11:50:00 PM,1.119534912,24.7,19,317.5
0.554,0.764,3/17/2020 12:00:00 AM,1.071415014,24.8,19,316
0.818,0.418,3/17/2020 12:10:00 AM,1.075262291,24.85,19,318
0.688,0.786,3/17/2020 12:20:00 AM,1.111985432,24.65,19,320
0.904,0.746,3/17/2020 12:30:00 AM,1.132990721,24.7,19,318.5
0.692,0.87,3/17/2020 12:40:00 AM,1.152693118,24.7,19,315
0.778,0.774,3/17/2020 12:50:00 AM,1.166390538,24.75,19,316
0.976,1.042,3/17/2020 1:00:00 AM,1.188071873,24.8,19,312
0.814,0.984,3/17/2020 1:10:00 AM,1.194786073,24.8,19,311.5
0.734,0.966,3/17/2020 1:20:00 AM,1.201215618,24.7,19,312
0.914,0.938,3/17/2020 1:30:00 AM,1.133749066,24.4,19.5,315.5
0.722,1.556,3/17/2020 1:40:00 AM,1.063630685,24.25,20,319.5
0.858,3.852,3/17/2020 1:50:00 AM,0.957758177,24.3,20,319.5
0.484,6.728,3/17/2020 2:00:00 AM,0.942415189,24.2,20,319.5
0.5,10.132,3/17/2020 2:10:00 AM,0.972573271,24.15,20,319
0.764,18.982,3/17/2020 2:20:00 AM,0.955653056,24.1,20,319
0.986,22.148,3/17/2020 2:30:00 AM,0.992061845,24.1,20,318.5
1.194,4.594,3/17/2020 2:40:00 AM,1.016483106,24,20,318
1.358,0.622,3/17/2020 2:50:00 AM,1.050111517,23.9,20,318
1.28,0.724,3/17/2020 3:00:00 AM,1.072757823,23.9,20,316.5
1.54,0.846,3/17/2020 3:10:00 AM,1.137023701,23.85,20,317
1.09,0.93,3/17/2020 3:20:00 AM,1.185779295,23.85,20.5,316
1.386,0.768,3/17/2020 3:30:00 AM,1.200334395,23.8,21,316.5
1.442,0.874,3/17/2020 3:40:00 AM,1.233009276,23.8,21,316.5
